invoice_id,invoice_number,invoice_date,due_date,vendor_id,vendor_name,vendor_email,vendor_address,purchase_order_number,item_description,quantity,unit_price,subtotal,tax_amount,discount,total_amount,currency,currency_change_flag,bank_account_number,bank_name,payment_method,duplicate_invoice,bank_changed,vendor_avg_amount,amount_ratio,invoice_frequency_last30days,vendor_risk_score,days_since_last_invoice,is_new_vendor,fraud_label
INV-10864,INVNO-5164,2026-04-28,2026-05-28,V-489,Omega Supplies,omegasupplies@example.com,Mumbai Industrial Area,PO-1569,Machine Spare Parts,80,1902,152160,14002.41,565,165597.41,INR,1,7539514560,HDFC Bank,Wire,0,0,53890,3.07,8,0.52,413,0,0
INV-ADD-113,INVNO-ADD-2688,2025-08-12,2025-09-11,V-666,Metro Logistics,vendor@example.com,Ahmedabad Trade Center,PO-3035,Office Equipment,77,746,57442,3603.85,80,60965.85,USD,0,1234567890,Kotak Bank,UPI,0,0,68244,0.89,2,0.22,48,0,0
INV-ADD-155,INVNO-ADD-3803,2025-04-27,2025-05-27,V-862,Delta Electronics,vendor@example.com,Delhi Business Park,PO-2078,Packaging Materials,4,1464,5856,468.33,423,5901.33,INR,0,4567891230,IndusInd Bank,Cheque,0,0,69440,0.08,5,0.31,50,0,0
INV-10032,INVNO-8335,2025-08-03,2025-09-02,V-993,Sunrise Traders,sunrisetraders@example.com,Pune Manufacturing Hub,PO-5460,Steel Sheets,106,1851,196206,13662.98,1532,208336.98,INR,1,9876543210,ICICI Bank,Wire,0,0,47430,4.39,10,0.6,-44,1,1
INV-10941,INVNO-8432,2025-10-10,2025-11-09,V-334,Global Plastics,globalplastics@example.com,Pune Manufacturing Hub,PO-6253,Plastic Containers,16,1784,28544,3314.14,1793,30065.14,INR,0,3216549870,HDFC Bank,Cheque,1,0,51544,0.58,4,0.53,220,0,1
INV-10430,INVNO-3404,2025-05-26,2025-06-25,V-318,Sunrise Traders,sunrisetraders@example.com,Mumbai Industrial Area,PO-9573,Electronic Components,129,1229,158541,10879.42,157,169263.42,INR,1,8529637410,Axis Bank,Bank Transfer,0,1,45619,3.71,6,0.12,-154,0,1
INV-10168,INVNO-1068,2025-03-06,2025-04-05,V-470,Metro Logistics,metrologistics@example.com,Delhi Business Park,PO-4886,Electronic Components,300,1018,305400,49340.01,1542,353198.01,EUR,1,3216549870,Axis Bank,Cheque,0,0,47454,7.44,9,0.23,-28,0,1
INV-10743,INVNO-9640,2025-06-11,2025-07-11,V-137,Global Plastics,globalplastics@example.com,Ahmedabad Trade Center,PO-9863,Plastic Containers,389,737,286693,14356.17,1039,300010.17,EUR,1,3216549870,Axis Bank,Wire,0,1,70538,4.25,5,0.21,-225,0,1
INV-ADD-243,INVNO-ADD-9908,2025-01-26,2025-02-25,V-142,ABC Steel,vendor@example.com,Delhi Business Park,PO-8340,Packaging Materials,33,727,23991,2041.65,123,25909.65,INR,0,4567891230,HDFC Bank,Bank Transfer,0,0,78592,0.33,2,0.15,46,0,0
INV-10770,INVNO-7965,2025-12-18,2026-01-17,V-981,Global Plastics,globalplastics@example.com,Bangalore Tech Zone,PO-2929,Machine Spare Parts,3,647,1941,167.56,378,1730.56,INR,0,7539514560,IndusInd Bank,Bank Transfer,0,1,68716,0.03,5,0.62,98,1,1
INV-10621,INVNO-8155,2026-01-10,2026-02-09,V-191,Global Plastics,globalplastics@example.com,Pune Manufacturing Hub,PO-8446,Transport Services,354,149,52746,6553.42,676,58623.42,USD,1,9876543210,Kotak Bank,Cheque,0,0,70525,0.83,3,0.71,154,0,0
INV-10843,INVNO-2857,2025-01-26,2025-02-25,V-781,Sunrise Traders,sunrisetraders@example.com,Ahmedabad Trade Center,PO-1256,Industrial Tools,145,1174,170230,17351.32,1586,185995.32,EUR,1,4567891230,ICICI Bank,Wire,0,0,79591,2.34,7,0.51,-311,0,1
INV-ADD-231,INVNO-ADD-1191,2025-07-07,2025-08-06,V-736,Prime Packaging,vendor@example.com,Mumbai Industrial Area,PO-7420,Machine Spare Parts,4,616,2464,177.32,336,2305.32,USD,0,1234567890,HDFC Bank,Bank Transfer,0,0,62954,0.04,1,0.3,20,0,0
INV-10617,INVNO-6773,2026-02-23,2026-03-25,V-963,Vertex Components,vertexcomponents@example.com,Ahmedabad Trade Center,PO-1491,Electronic Components,62,619,38378,6628.94,624,44382.94,INR,1,3216549870,ICICI Bank,UPI,0,0,41334,1.07,9,0.43,317,1,0
INV-10812,INVNO-6913,2025-08-09,2025-09-08,V-366,ABC Steel,abcsteel@example.com,Mumbai Industrial Area,PO-3534,Plastic Containers,151,483,72933,11531.48,1741,82723.48,USD,0,4567891230,Axis Bank,Cheque,1,0,46273,1.79,8,0.11,-3,0,1
INV-10628,INVNO-8900,2025-07-15,2025-08-14,V-802,ABC Steel,abcsteel@example.com,Mumbai Industrial Area,PO-9275,Steel Sheets,356,567,201852,14436.17,1486,214802.17,INR,1,1593572580,HDFC Bank,Cheque,1,0,65478,3.28,9,0.59,2,0,1
INV-ADD-196,INVNO-ADD-5996,2025-09-20,2025-10-20,V-309,Prime Packaging,vendor@example.com,Ahmedabad Trade Center,PO-6104,Transport Services,75,1283,96225,4965.81,1428,99762.81,INR,0,4567891230,Kotak Bank,Cheque,0,0,69495,1.44,2,0.22,89,0,0
INV-ADD-205,INVNO-ADD-1744,2026-05-11,2026-06-10,V-438,Metro Logistics,vendor@example.com,Mumbai Industrial Area,PO-3003,Steel Sheets,153,904,138312,10984.89,719,148577.89,EUR,0,1234567890,ICICI Bank,Bank Transfer,0,0,56702,2.62,1,0.37,87,0,0
INV-10184,INVNO-2995,2025-08-18,2025-09-17,V-883,ABC Steel,abcsteel@example.com,Hyderabad Logistics Park,PO-8347,Plastic Containers,93,833,77469,4604.09,1723,80350.09,USD,0,1234567890,HDFC Bank,Bank Transfer,0,0,42413,1.89,9,0.28,171,1,0
INV-ADD-356,INVNO-ADD-8421,2026-05-16,2026-06-15,V-467,Prime Packaging,vendor@example.com,Mumbai Industrial Area,PO-7030,Steel Sheets,13,810,10530,609.7,834,10305.7,EUR,0,4567891230,Axis Bank,Cheque,0,0,66948,0.15,3,0.18,76,0,0
INV-ADD-97,INVNO-ADD-9040,2026-04-06,2026-05-06,V-251,Vertex Components,vendor@example.com,Hyderabad Logistics Park,PO-3124,Machine Spare Parts,52,605,31460,2801.96,1007,33254.96,USD,0,3216549870,Kotak Bank,UPI,0,0,75239,0.44,1,0.31,35,0,0
INV-10534,INVNO-2914,2025-12-17,2026-01-16,V-588,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-7448,Machine Spare Parts,72,330,23760,2780.16,1744,24796.16,EUR,1,8529637410,ICICI Bank,UPI,0,0,43758,0.57,4,0.44,22,0,0
INV-10163,INVNO-4961,2025-03-06,2025-04-05,V-246,Sunrise Traders,sunrisetraders@example.com,Ahmedabad Trade Center,PO-4685,Industrial Tools,311,1508,468988,77473.78,803,545658.78,EUR,1,1234567890,Axis Bank,Bank Transfer,0,0,40738,13.39,9,0.67,-165,0,1
INV-10192,INVNO-4928,2026-04-29,2026-05-29,V-821,ABC Steel,abcsteel@example.com,Chennai Port District,PO-4994,Machine Spare Parts,239,845,201955,22837.71,1553,223239.71,USD,0,7418529630,State Bank,UPI,0,0,65021,3.43,10,0.66,254,0,0
INV-10370,INVNO-7625,2026-03-09,2026-04-08,V-470,Prime Packaging,primepackaging@example.com,Hyderabad Logistics Park,PO-2708,Industrial Tools,270,1528,412560,51247.52,128,463679.52,INR,1,9876543210,State Bank,Cheque,0,0,59003,7.86,6,0.19,156,1,1
INV-10986,INVNO-6174,2025-12-25,2026-01-24,V-396,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-9714,Electronic Components,133,572,76076,11153.6,1363,85866.6,USD,1,1593572580,Axis Bank,Cheque,0,0,50791,1.69,6,0.59,55,1,0
INV-ADD-218,INVNO-ADD-2887,2025-06-19,2025-07-19,V-932,Omega Supplies,vendor@example.com,Ahmedabad Trade Center,PO-4577,Plastic Containers,118,1222,144196,16305.67,546,159955.67,EUR,0,3216549870,Axis Bank,Wire,0,0,73186,2.19,4,0.21,68,0,0
INV-10596,INVNO-7761,2025-11-01,2025-12-01,V-318,Omega Supplies,omegasupplies@example.com,Ahmedabad Trade Center,PO-2198,Electronic Components,55,1435,78925,9161.87,1671,86415.87,EUR,1,9876543210,Axis Bank,UPI,0,1,44932,1.92,8,0.39,197,1,1
INV-10471,INVNO-7049,2025-05-04,2025-06-03,V-951,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-5281,Office Equipment,100,1625,162500,22854.8,874,184480.8,USD,0,7418529630,ICICI Bank,UPI,0,0,54710,3.37,8,0.22,-248,0,1
INV-10240,INVNO-7604,2025-07-25,2025-08-24,V-721,Prime Packaging,primepackaging@example.com,Pune Manufacturing Hub,PO-2005,Steel Sheets,168,440,73920,9857.46,1105,82672.46,USD,0,7539514560,ICICI Bank,Cheque,0,1,66967,1.23,5,0.81,-238,1,1
INV-10275,INVNO-2196,2026-04-03,2026-05-03,V-946,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-7808,Office Equipment,106,321,34026,4809.8,1471,37364.8,USD,1,4567891230,HDFC Bank,UPI,0,1,40588,0.92,5,0.83,281,0,1
INV-10063,INVNO-2455,2026-02-26,2026-03-28,V-114,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-4803,Plastic Containers,313,1626,508938,58936.97,1514,566360.97,INR,1,7539514560,Kotak Bank,Bank Transfer,1,0,45943,12.33,8,0.5,252,1,1
INV-10303,INVNO-8259,2025-03-10,2025-04-09,V-268,Prime Packaging,primepackaging@example.com,Pune Manufacturing Hub,PO-6505,Electronic Components,159,680,108120,8594.3,1083,115631.3,USD,0,1234567890,IndusInd Bank,Bank Transfer,0,0,50504,2.29,3,0.39,-147,1,1
INV-10271,INVNO-6499,2025-12-22,2026-01-21,V-733,Global Plastics,globalplastics@example.com,Ahmedabad Trade Center,PO-1773,Office Equipment,94,1251,117594,8639.94,1644,124589.94,EUR,1,7418529630,IndusInd Bank,Wire,0,0,50842,2.45,9,0.59,-126,0,1
INV-ADD-128,INVNO-ADD-3157,2025-04-24,2025-05-24,V-123,Delta Electronics,vendor@example.com,Chennai Port District,PO-4539,Industrial Tools,173,856,148088,13787.49,562,161313.49,USD,0,9876543210,State Bank,Bank Transfer,0,0,75845,2.13,3,0.26,31,0,0
INV-10755,INVNO-7432,2026-02-19,2026-03-21,V-412,ABC Steel,abcsteel@example.com,Delhi Business Park,PO-8845,Office Equipment,53,1109,58777,10213.8,690,68300.8,EUR,1,3216549870,ICICI Bank,Bank Transfer,1,0,54462,1.25,4,0.75,0,0,1
INV-10787,INVNO-6161,2026-02-28,2026-03-30,V-722,Vertex Components,vertexcomponents@example.com,Bangalore Tech Zone,PO-7955,Plastic Containers,216,1186,256176,29833.88,353,285656.88,EUR,1,7539514560,HDFC Bank,Wire,0,0,73106,3.91,7,0.35,339,1,0
INV-10030,INVNO-4281,2025-11-09,2025-12-09,V-186,Omega Supplies,omegasupplies@example.com,Delhi Business Park,PO-8850,Transport Services,150,1595,239250,12703.68,379,251574.68,INR,1,4567891230,Kotak Bank,Cheque,1,0,66760,3.77,8,0.11,262,0,1
INV-10845,INVNO-4364,2025-06-06,2025-07-06,V-473,Global Plastics,globalplastics@example.com,Bangalore Tech Zone,PO-9174,Steel Sheets,379,224,84896,9457.95,1220,93133.95,USD,1,1234567890,Axis Bank,UPI,0,0,73569,1.27,8,0.19,-288,0,1
INV-ADD-161,INVNO-ADD-4623,2026-03-18,2026-04-17,V-735,Prime Packaging,vendor@example.com,Bangalore Tech Zone,PO-9870,Plastic Containers,50,301,15050,1523.43,597,15976.43,INR,0,8529637410,HDFC Bank,UPI,0,0,55869,0.29,4,0.32,24,0,0
INV-10361,INVNO-9236,2025-06-20,2025-07-20,V-709,Global Plastics,globalplastics@example.com,Bangalore Tech Zone,PO-2849,Machine Spare Parts,234,1558,364572,36904.83,917,400559.83,EUR,1,1593572580,ICICI Bank,Cheque,0,0,77716,5.15,10,0.14,-315,1,1
INV-ADD-188,INVNO-ADD-7634,2025-04-16,2025-05-16,V-415,Prime Packaging,vendor@example.com,Ahmedabad Trade Center,PO-8021,Industrial Tools,94,930,87420,8196.72,178,95438.72,USD,0,9876543210,ICICI Bank,Bank Transfer,0,0,49414,1.93,3,0.18,60,0,0
INV-10651,INVNO-8020,2026-01-22,2026-02-21,V-609,ABC Steel,abcsteel@example.com,Mumbai Industrial Area,PO-5201,Electronic Components,123,1294,159162,9265.72,1025,167402.72,INR,1,1593572580,IndusInd Bank,Cheque,0,0,61295,2.73,7,0.61,188,0,0
INV-10599,INVNO-2885,2025-03-27,2025-04-26,V-367,Delta Electronics,deltaelectronics@example.com,Ahmedabad Trade Center,PO-5231,Industrial Tools,212,925,196100,26466.36,1872,220694.36,EUR,0,4567891230,IndusInd Bank,Wire,0,1,66992,3.29,6,0.13,-135,0,1
INV-10451,INVNO-3723,2025-04-07,2025-05-07,V-407,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-6841,Office Equipment,150,1327,199050,29178.99,1852,226376.99,INR,0,3216549870,Kotak Bank,Bank Transfer,0,0,57301,3.95,8,0.51,-44,1,1
INV-ADD-372,INVNO-ADD-8293,2025-05-10,2025-06-09,V-723,Sunrise Traders,vendor@example.com,Bangalore Tech Zone,PO-7136,Office Equipment,107,981,104967,7538.34,410,112095.34,USD,0,8529637410,HDFC Bank,Cheque,0,0,61113,1.83,5,0.1,83,0,0
INV-10297,INVNO-1458,2026-01-20,2026-02-19,V-527,Metro Logistics,metrologistics@example.com,Chennai Port District,PO-4637,Industrial Tools,235,390,91650,12562.38,878,103334.38,EUR,1,1593572580,Axis Bank,Bank Transfer,0,1,68281,1.51,5,0.28,265,0,1
INV-10924,INVNO-8829,2026-02-03,2026-03-05,V-543,Delta Electronics,deltaelectronics@example.com,Chennai Port District,PO-3666,Industrial Tools,251,151,37901,3434.29,1952,39383.29,INR,1,9876543210,State Bank,UPI,0,0,65540,0.6,7,0.83,326,0,1
INV-10737,INVNO-8247,2026-04-05,2026-05-05,V-718,ABC Steel,abcsteel@example.com,Bangalore Tech Zone,PO-9920,Packaging Materials,165,951,156915,13125.3,104,169936.3,USD,0,1593572580,ICICI Bank,Cheque,1,0,66017,2.57,1,0.19,410,0,1
INV-ADD-65,INVNO-ADD-6733,2026-02-18,2026-03-20,V-604,Global Plastics,vendor@example.com,Pune Manufacturing Hub,PO-3434,Industrial Tools,30,895,26850,2094.14,1436,27508.14,EUR,0,9876543210,HDFC Bank,Wire,0,0,55935,0.49,3,0.36,57,0,0
INV-ADD-34,INVNO-ADD-2760,2026-04-06,2026-05-06,V-220,Prime Packaging,vendor@example.com,Hyderabad Logistics Park,PO-3038,Transport Services,49,108,5292,573.73,412,5453.73,INR,0,7539514560,State Bank,Wire,0,0,55014,0.1,3,0.35,54,0,0
INV-10289,INVNO-9149,2025-07-15,2025-08-14,V-910,Vertex Components,vertexcomponents@example.com,Mumbai Industrial Area,PO-4291,Packaging Materials,315,1550,488250,74907.91,13,563144.91,USD,0,4567891230,Kotak Bank,UPI,0,0,78482,7.18,4,0.81,54,0,1
INV-ADD-224,INVNO-ADD-9547,2025-03-14,2025-04-13,V-882,Global Plastics,vendor@example.com,Chennai Port District,PO-3351,Packaging Materials,84,1188,99792,5644.91,1190,104246.91,EUR,0,3216549870,IndusInd Bank,Wire,0,0,79022,1.32,4,0.33,76,0,0
INV-10552,INVNO-7144,2026-01-02,2026-02-01,V-717,Metro Logistics,metrologistics@example.com,Delhi Business Park,PO-6544,Electronic Components,41,1100,45100,8083.92,1940,51243.92,USD,1,9876543210,IndusInd Bank,UPI,0,1,78244,0.65,9,0.57,1,0,1
INV-10818,INVNO-9963,2025-11-24,2025-12-24,V-454,Omega Supplies,omegasupplies@example.com,Bangalore Tech Zone,PO-5735,Steel Sheets,104,1330,138320,14450.54,877,151893.54,EUR,1,4567891230,IndusInd Bank,Cheque,0,1,49286,3.08,3,0.33,103,0,1
INV-ADD-170,INVNO-ADD-4711,2025-08-24,2025-09-23,V-894,Metro Logistics,vendor@example.com,Ahmedabad Trade Center,PO-4663,Transport Services,7,1434,10038,987.16,1478,9547.16,INR,0,8529637410,ICICI Bank,UPI,0,0,70805,0.13,4,0.26,50,0,0
INV-ADD-281,INVNO-ADD-5133,2025-03-04,2025-04-03,V-760,Delta Electronics,vendor@example.com,Mumbai Industrial Area,PO-7944,Packaging Materials,93,309,28737,3072.03,557,31252.03,USD,0,4567891230,Axis Bank,Cheque,0,0,49614,0.63,5,0.25,59,0,0
INV-ADD-4,INVNO-ADD-8950,2025-01-05,2025-02-04,V-744,Sunrise Traders,vendor@example.com,Bangalore Tech Zone,PO-7775,Packaging Materials,79,978,77262,8922.27,1305,84879.27,EUR,0,1234567890,ICICI Bank,Bank Transfer,0,0,59866,1.42,2,0.32,25,0,0
INV-10553,INVNO-7128,2025-12-27,2026-01-26,V-613,Vertex Components,vertexcomponents@example.com,Mumbai Industrial Area,PO-4885,Electronic Components,19,769,14611,1013.85,921,14703.85,EUR,1,7539514560,Kotak Bank,Wire,1,0,56169,0.26,4,0.78,100,0,1
INV-10570,INVNO-7037,2026-02-19,2026-03-21,V-679,Global Plastics,globalplastics@example.com,Delhi Business Park,PO-4376,Industrial Tools,331,547,181057,12799.44,1005,192851.44,INR,0,4567891230,IndusInd Bank,UPI,0,0,40607,4.75,8,0.47,342,0,0
INV-ADD-132,INVNO-ADD-4657,2025-01-12,2025-02-11,V-814,Vertex Components,vendor@example.com,Ahmedabad Trade Center,PO-7727,Packaging Materials,112,286,32032,2618.13,1063,33587.13,USD,0,9876543210,State Bank,Cheque,0,0,77100,0.44,4,0.32,32,0,0
INV-ADD-5,INVNO-ADD-5067,2025-09-01,2025-10-01,V-690,Sunrise Traders,vendor@example.com,Ahmedabad Trade Center,PO-1110,Plastic Containers,117,556,65052,7482.65,1267,71267.65,USD,0,1593572580,State Bank,Wire,0,0,52297,1.36,2,0.13,38,0,0
INV-ADD-374,INVNO-ADD-3246,2025-08-27,2025-09-26,V-106,Sunrise Traders,vendor@example.com,Chennai Port District,PO-2914,Industrial Tools,196,1477,289492,19016.19,878,307630.19,EUR,0,8529637410,State Bank,Cheque,0,0,52527,5.86,1,0.28,56,0,0
INV-10614,INVNO-7699,2025-06-05,2025-07-05,V-316,Omega Supplies,omegasupplies@example.com,Hyderabad Logistics Park,PO-1210,Office Equipment,358,1855,664090,91309.36,589,754810.36,INR,1,1234567890,State Bank,Cheque,0,0,56246,13.42,1,0.25,-48,0,1
INV-ADD-375,INVNO-ADD-5830,2025-11-17,2025-12-17,V-803,Delta Electronics,vendor@example.com,Pune Manufacturing Hub,PO-9839,Electronic Components,20,737,14740,752.55,1122,14370.55,INR,0,4567891230,ICICI Bank,UPI,0,0,67111,0.21,5,0.28,61,0,0
INV-10528,INVNO-1301,2026-01-12,2026-02-11,V-670,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-4398,Packaging Materials,331,1784,590504,104054.55,512,694046.55,EUR,1,9876543210,Axis Bank,Cheque,0,0,63416,10.94,7,0.36,215,1,1
INV-10849,INVNO-8472,2025-03-24,2025-04-23,V-511,Sunrise Traders,sunrisetraders@example.com,Chennai Port District,PO-6029,Machine Spare Parts,331,1969,651739,86916.75,1785,736870.75,USD,0,9876543210,Axis Bank,UPI,0,0,42605,17.3,1,0.3,57,0,1
INV-10966,INVNO-3274,2026-02-21,2026-03-23,V-493,Global Plastics,globalplastics@example.com,Mumbai Industrial Area,PO-1410,Electronic Components,267,1256,335352,47626.66,1566,381412.66,INR,0,1234567890,IndusInd Bank,Wire,0,1,71285,5.35,1,0.46,46,1,1
INV-10358,INVNO-3495,2026-04-16,2026-05-16,V-756,ABC Steel,abcsteel@example.com,Delhi Business Park,PO-3106,Plastic Containers,207,1062,219834,39159.72,551,258442.72,USD,0,9876543210,Kotak Bank,Bank Transfer,0,0,48473,5.33,4,0.35,39,0,1
INV-ADD-96,INVNO-ADD-5102,2025-08-28,2025-09-27,V-313,Vertex Components,vendor@example.com,Mumbai Industrial Area,PO-5668,Packaging Materials,143,821,117403,12881.03,858,129426.03,EUR,0,7418529630,State Bank,UPI,0,0,78627,1.65,2,0.11,42,0,0
INV-10322,INVNO-1808,2026-04-23,2026-05-23,V-647,Prime Packaging,primepackaging@example.com,Delhi Business Park,PO-2817,Transport Services,372,1846,686712,71694.58,985,757421.58,EUR,1,4567891230,HDFC Bank,Wire,1,0,74133,10.22,9,0.35,226,1,1
INV-10058,INVNO-9953,2025-12-14,2026-01-13,V-570,Metro Logistics,metrologistics@example.com,Hyderabad Logistics Park,PO-7036,Industrial Tools,5,318,1590,258.01,1363,485.01,USD,1,4567891230,IndusInd Bank,Wire,1,1,66199,0.01,7,0.56,292,0,1
INV-10594,INVNO-7484,2025-03-26,2025-04-25,V-886,ABC Steel,abcsteel@example.com,Ahmedabad Trade Center,PO-4611,Electronic Components,345,499,172155,25696.92,1790,196061.92,USD,0,7418529630,IndusInd Bank,Cheque,0,0,78944,2.48,7,0.52,-165,0,1
INV-10670,INVNO-7671,2026-03-14,2026-04-13,V-176,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-7211,Transport Services,361,534,192774,28387.13,589,220572.13,EUR,1,9876543210,State Bank,UPI,1,0,45733,4.82,10,0.16,129,0,1
INV-10643,INVNO-5244,2025-05-06,2025-06-05,V-264,Metro Logistics,metrologistics@example.com,Chennai Port District,PO-5215,Plastic Containers,133,1983,263739,13496.82,499,276736.82,USD,1,1234567890,Kotak Bank,Wire,1,1,42303,6.54,4,0.87,-180,0,1
INV-10023,INVNO-9683,2026-03-25,2026-04-24,V-620,ABC Steel,abcsteel@example.com,Hyderabad Logistics Park,PO-7210,Packaging Materials,27,301,8127,841.27,1822,7146.27,INR,1,9876543210,State Bank,Wire,0,0,64737,0.11,3,0.82,432,0,1
INV-10107,INVNO-9023,2026-05-16,2026-06-15,V-766,Metro Logistics,metrologistics@example.com,Delhi Business Park,PO-5201,Transport Services,49,1208,59192,7221.58,799,65614.58,INR,0,4567891230,HDFC Bank,Cheque,1,1,51568,1.27,2,0.57,202,1,1
INV-ADD-333,INVNO-ADD-6027,2025-05-08,2025-06-07,V-337,ABC Steel,vendor@example.com,Hyderabad Logistics Park,PO-5035,Transport Services,23,988,22724,2710.66,1253,24181.66,USD,0,7539514560,ICICI Bank,Wire,0,0,57359,0.42,5,0.34,67,0,0
INV-10704,INVNO-7993,2025-11-15,2025-12-15,V-641,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-8016,Transport Services,92,1059,97428,4940.38,1003,101365.38,EUR,1,9876543210,Axis Bank,Cheque,0,0,53572,1.89,2,0.89,122,0,1
INV-10481,INVNO-2870,2025-01-03,2025-02-02,V-646,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-1470,Transport Services,245,1085,265825,14511.66,508,279828.66,USD,1,8529637410,Kotak Bank,UPI,0,1,52676,5.31,10,0.28,-274,1,1
INV-10634,INVNO-1402,2025-05-15,2025-06-14,V-660,Prime Packaging,primepackaging@example.com,Bangalore Tech Zone,PO-8482,Steel Sheets,104,483,50232,6013.14,1214,55031.14,INR,1,1234567890,State Bank,Wire,0,0,51965,1.06,8,0.66,-206,0,1
INV-10309,INVNO-5622,2026-02-24,2026-03-26,V-169,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-3270,Electronic Components,305,1134,345870,34201.56,1936,378135.56,INR,1,1234567890,IndusInd Bank,Cheque,0,1,73768,5.13,1,0.35,225,0,1
INV-ADD-61,INVNO-ADD-3610,2025-05-17,2025-06-16,V-626,Vertex Components,vendor@example.com,Mumbai Industrial Area,PO-1757,Office Equipment,71,1113,79023,4400.69,789,82634.69,INR,0,4567891230,Axis Bank,Bank Transfer,0,0,58905,1.4,1,0.16,70,0,0
INV-ADD-157,INVNO-ADD-9804,2026-04-22,2026-05-22,V-984,ABC Steel,vendor@example.com,Chennai Port District,PO-8857,Packaging Materials,155,561,86955,7049.36,610,93394.36,USD,0,8529637410,Kotak Bank,UPI,0,0,76808,1.22,2,0.15,88,0,0
INV-10493,INVNO-7321,2025-02-20,2025-03-22,V-851,Global Plastics,globalplastics@example.com,Delhi Business Park,PO-9870,Office Equipment,74,610,45140,6706.71,210,51636.71,USD,1,3216549870,Kotak Bank,Wire,0,0,69645,0.74,7,0.19,34,1,0
INV-10937,INVNO-9912,2026-01-06,2026-02-05,V-324,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-8733,Steel Sheets,182,747,135954,16353.29,55,152252.29,EUR,1,3216549870,Axis Bank,UPI,0,0,57350,2.65,2,0.68,132,1,0
INV-10819,INVNO-1718,2026-03-28,2026-04-27,V-928,ABC Steel,abcsteel@example.com,Pune Manufacturing Hub,PO-2983,Machine Spare Parts,389,1420,552380,87984.21,1030,639334.21,INR,1,1234567890,Kotak Bank,UPI,1,1,47671,13.41,4,0.29,194,0,1
INV-10718,INVNO-1703,2025-06-24,2025-07-24,V-305,Metro Logistics,metrologistics@example.com,Pune Manufacturing Hub,PO-5468,Packaging Materials,19,468,8892,1203.26,2000,8095.26,EUR,1,7539514560,Kotak Bank,Cheque,0,0,49766,0.16,2,0.64,-120,0,1
INV-10844,INVNO-1332,2025-11-20,2025-12-20,V-506,Metro Logistics,metrologistics@example.com,Chennai Port District,PO-2280,Plastic Containers,201,1707,343107,21302.7,1246,363163.7,EUR,1,4567891230,ICICI Bank,Bank Transfer,0,0,41611,8.73,8,0.45,250,0,1
INV-10350,INVNO-2397,2025-06-14,2025-07-14,V-842,Vertex Components,vertexcomponents@example.com,Hyderabad Logistics Park,PO-4395,Office Equipment,206,1092,224952,35810.16,824,259938.16,EUR,1,1593572580,ICICI Bank,UPI,0,0,60836,4.27,6,0.11,-86,0,1
INV-10908,INVNO-8185,2025-11-06,2025-12-06,V-209,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-3971,Transport Services,292,1136,331712,58000.38,1763,387949.38,USD,0,1234567890,IndusInd Bank,Cheque,0,0,53193,7.29,6,0.56,36,1,1
